doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper,is_review_paper,curated_data_modalities_used,modalities_general,tissue,disease,animal
10.1007/s11427-024-2849-2,40374987,Single-cell sequencing and spatial transcriptomics reveal FAS+ T cell and autophagy-related signatures predicting chemoimmunotherapy response in diffuse large B-cell lymphoma patients.,application,relevant,Diffuse large B-cell lymphoma (DLBCL),"['sequencing', 'single-cell sequencing', 'spatial transcriptomics', 'proteomics']",weak_llm_annotated,2025-06-26T03:06:13.060231,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,The study aimed to investigate the prognostic effect of autophagy-related genes (ARGs) in DLBCL. It identified prognostic ARGs and constructed an autophagy-related model to divide patients into risk groups. The research also identified FAS+ T cells as a biomarker for favorable prognosis.,[],Not mentioned,N/A,,,,,"['general_proteomics', 'general_spatial_transcriptomics', 'other_methods']","['spatial_transcriptomics', 'proteomics', 'other_methods']",Blood/Immune System,Cancer (General),
10.1007/s12672-025-02617-w,40374962,Deciphering the role of acetylation-related gene NAT10 in colon cancer progression and immune evasion: implications for overcoming drug resistance.,application,relevant,Colon cancer (CC),"['single-cell RNA sequencing', 'spatial transcriptomics', 'multi-omics']",weak_llm_annotated,2025-06-26T03:06:19.022250,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Survival Analysis', 'Mendelian randomization']",N/A,"This study aimed to decipher the role of acetylation-related gene NAT10 in colon cancer progression and immune evasion, investigating its implications for overcoming drug resistance. The research utilized multi-omics analyses to identify NAT10 as a factor associated with tumor progression, metastasis, and immune escape characteristics in colon cancer, suggesting it as a potential biomarker and therapeutic target.","['GSE132465', 'UCSC Xena']",Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)', 'general_omics']","['spatial_transcriptomics', 'transcriptomics', 'general_omics']",Gastrointestinal_colorectal,Cancer (General),
10.1016/j.jare.2025.05.032,40373963,Targeting mesenchymal monocyte-derived macrophages to enhance the sensitivity of glioblastoma to temozolomide by inhibiting TNF/CELSR2/p65/Kla-HDAC1/EPAS1 axis.,application,relevant,Glioblastoma treatment resistance,"['single-cell RNA sequencing', 'spatial transcriptomics', 'patient-derived GBM organoids', 'intracranial orthotopic GBM model', 'histology images']",weak_llm_annotated,2025-06-26T03:06:36.631585,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,To identify a subtype of monocyte-derived macrophages (MDM) that contribute to temozolomide (TMZ) resistance in glioblastoma (GBM) and to elucidate the mechanisms involved. The study aims to demonstrate that targeting these mesenchymal MDMs enhances GBM sensitivity to TMZ and to provide a potential therapeutic strategy for MES-subtype GBM.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'irrelevant_terms', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics', 'irrelevant_terms']",Nervous System (Brain/CNS),Cancer (General),
10.1038/s41586-025-09010-1,40369074,Spatial transcriptomics reveals human cortical layer and area specification.,application,relevant,Human fetal cortex development,"['MERFISH', 'snRNA-seq', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T03:07:12.386551,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study uses MERFISH and deep learning to spatially map human fetal cortical development. It reveals the early establishment of cortical layers and identifies distinct modes of areal specification, including an abrupt boundary between V1 and V2 visual cortices. The findings highlight the role of spatial relationships in cortical development.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-nucleus_RNA-seq(snRNA-seq)', 'MERFISH']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Nervous System (Brain/CNS),,Human
10.1523/JNEUROSCI.2298-24.2025,40368603,Sequence Diversity and Encoded Enzymatic Differences of Monocistronic L1 ORF2 mRNA Variants in the Aged Normal and Alzheimer's Disease Brain.,application,relevant,Alzheimer's disease and aging,"['spatial transcriptomics', 'PacBio HiFi long-read sequencing', 'enzymatic functional assays']",weak_llm_annotated,2025-06-26T03:07:24.337858,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,['Spatial Gene Expression Analysis'],N/A,This study assessed endogenous RT activities and L1 mRNA diversity from cerebral cortex samples of Alzheimer's disease (AD) and nondiseased (ND) brains. It identified monocistronic ORF2 transcripts and investigated their functional differences and impact on genomic mosaicism in the aged brain.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms', 'Immunofluorescence(IF)']","['spatial_transcriptomics', 'irrelevant_terms', 'spatial_proteomics']",Nervous System (Brain/CNS),Alzheimer,
10.1016/j.devcel.2025.04.014,40367951,Genomic evolution reshapes cell-type diversification in the amniote brain.,application,relevant,Amniote brain evolution and cell-type diversification,"['single-cell resolution spatial transcriptomics', 'snRNA-seq']",weak_llm_annotated,2025-06-26T03:07:36.160402,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Dimension Reduction']",N/A,The study created a single-cell atlas of over 1.3 million cells from the telencephalon and cerebellum of various amniotes using spatial transcriptomics. It identifies species-specific variations in cell types and highlights differences between birds and mammals in telencephalon excitatory neurons and cerebellar cell types. The research also identified a bird-specific Purkinje cell subtype and implicates the LSD1/KDM1A pathway in learning and circadian rhythms.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",Nervous System (Brain/CNS),,
10.1038/s41368-025-00366-8,40360503,Single-cell and spatial transcriptomics reveals an anti-tumor neutrophil subgroup in microwave thermochemotherapy-treated lip cancer.,application,relevant,Lip squamous cell carcinoma (LSCC) treated with microwave thermochemotherapy (MTC),"['single-cell transcriptomics (scRNA-seq)', 'spatial transcriptomics (ST)', 'hematoxylin-eosin (H&E)-stained images']",weak_llm_annotated,2025-06-26T03:08:41.692079,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Clustering', 'Visualization']",N/A,"This study uses single-cell and spatial transcriptomics to investigate the role of tumor-associated neutrophils (TANs) in lip cancer treated with microwave thermochemotherapy. It identifies an anti-tumor neutrophil subgroup (N1-phenotype) characterized by specific markers and functions, and describes their interaction with fibroblasts to form a defense wall against LSCC. The study also proposes a marker (MX2) for predicting prognosis and uses deep learning to predict its expression from H&E images.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Oral/Pharyngeal/Head & Neck,Cancer (General),
10.1007/s10753-025-02311-7,40358793,Multi-omics Analysis Reveals the Propagation Mechanism of Ferroptosis in Acute Kidney Injury.,application,relevant,Acute kidney injury (AKI),"['snRNA-seq', 'spatial transcriptomics', 'mouse model of bilateral renal ischemia-reperfusion injury']",weak_llm_annotated,2025-06-26T03:09:11.535256,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",N/A,"This study analyzes snRNA-seq and spatial transcriptomics data to elucidate the propagation mechanism of ferroptosis in acute kidney injury. It identifies key genes (GPX4, FTH1, FTL) and transcription factors (KLF6) involved in ferroptosis and reveals a subpopulation of proximal tubule cells associated with this process.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-nucleus_RNA-seq(snRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Kidney,,
10.1186/s12885-025-14261-2,40355814,INHBA<sup>+</sup> macrophages and Pro-inflammatory CAFs are associated with distinctive immunosuppressive tumor microenvironment in submucous Fibrosis-Derived oral squamous cell carcinoma.,application,relevant,Oral squamous cell carcinoma (OSCC) derived from oral submucosal fibrosis (OSF),"['scRNA-seq', 'spatial transcriptomics', 'multiple immunofluorescence staining']",weak_llm_annotated,2025-06-26T03:09:23.496507,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis']",N/A,"This paper investigates the distinctive tumor immunosuppressive microenvironment (TISME) in oral squamous cell carcinoma (OSCC) derived from oral submucosal fibrosis (ODSCC) compared to OSCC without OSF history (NODSCC). It identifies INHBA+ macrophages and pro-inflammatory cancer-associated fibroblasts (iCAFs) as key components contributing to a more severe TISME in ODSCC, potentially impacting immunotherapy sensitivity.",['GEO database'],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Immunofluorescence(IF)', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'spatial_proteomics', 'transcriptomics']",Oral/Pharyngeal/Head & Neck,Cancer (General),
10.1007/s12672-025-02484-5,40355680,Development of a machine learning-based predictive risk model combining fatty acid metabolism and ferroptosis for immunotherapy response and prognosis in prostate cancer.,application,relevant,Prostate cancer,"['bulk RNA sequencing', 'single-cell RNA sequencing', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T03:09:29.313767,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study developed a machine learning-based prognostic model for prostate cancer by integrating fatty acid metabolism and ferroptosis. The model stratifies patients into risk groups, predicts immunotherapy response, and identifies potential therapeutic targets, validated using multi-omics data and spatial transcriptomics.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Bulk_RNAseq', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Prostate,Cancer (General),
10.1038/s41467-025-59206-2,40355462,High-resolution spatial transcriptomics and cell lineage analysis reveal spatiotemporal cell fate determination during craniofacial development.,application,relevant,"Craniofacial development, mouse palatogenesis","['spatial transcriptomics', 'in vivo lineage tracing']",weak_llm_annotated,2025-06-26T03:09:35.168422,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"The paper reports a high-resolution spatiotemporal transcriptomic and cell-type atlas of cranial neural crest cell-derived mesenchymal lineage diversification during mouse palatogenesis. It reveals mesenchymal lineage establishment at or prior to palatogenesis initiation and identifies a heterogeneous Sox9+ mesenchymal progenitor population. The study demonstrates that distinct mesenchymal populations are established early, preceding palatal development.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms']",Oral/Pharyngeal/Head & Neck,,Rodent
10.1093/noajnl/vdaf058,40351834,What single-cell RNA sequencing taught us about <i>MGMT</i> expression in glioblastoma.,application,relevant,Glioblastoma (GBM),"['snRNA-seq', 'single-cell sequencing', 'sequencing']",weak_llm_annotated,2025-06-26T03:09:46.832680,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,['Spatial Gene Expression Analysis'],N/A,"This study evaluated MGMT expression at the single-cell level in glioblastoma using publicly available single-cell sequencing data. It aimed to understand the relationship between MGMT expression and MGMT promoter methylation status in tumor cells, contrasting with previous bulk methods.",[],Not mentioned,N/A,,,,,"['Single-nucleus_RNA-seq(snRNA-seq)', 'other_methods']","['transcriptomics', 'other_methods']",Nervous System (Brain/CNS),Cancer (General),
10.1063/5.0250742,40351602,Hypoxia-induced RHCG as a key regulator in psoriasis and its modulation by secukinumab.,application,relevant,Psoriasis,"['spatial transcriptomics', 'single-cell transcriptomics', 'bulk data analysis', 'ex vivo experiments', 'clinical specimens']",weak_llm_annotated,2025-06-26T03:09:52.842099,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['spatial transcriptomics', 'single-cell transcriptomics', 'bulk data analysis']",N/A,"This study investigates the role of RHCG in psoriasis pathogenesis, particularly its induction by hypoxia and its modulation by secukinumab. The authors used bioinformatics and experimental approaches to show that RHCG upregulation in psoriatic skin enhances keratinocyte proliferation markers and activates dendritic cells. Secukinumab treatment effectively reduced RHCG expression, suggesting RHCG as a target for psoriasis therapy.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics', 'data_related_terms', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms', 'transcriptomics', 'data_related_terms']",Skin,Inflammatory Disease,
