doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1093/database/baaf035,40343712,GenDiS3 database: census on the prevalence of protein domain superfamilies of known structure in the entire sequence database.,method,irrelevant,N/A,[],weak_llm_annotated,2025-06-26T03:11:39.759329,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,[],GenDiS3,"The GenDiS3 database is presented as a repository for the genomic distribution of protein domain superfamilies of known structure. It utilizes advanced bioinformatics tools like DELTA-BLAST and HMMSCAN to identify and validate sequence homologs against a large sequence database. The database aims to bridge the gap between protein sequence information and 3D structural data, aiding functional annotation and evolutionary studies.",['https://caps.ncbs.res.in/gendis3/'],GitHub link provided,https://caps.ncbs.res.in/gendis3/,,,
10.3389/fcvm.2025.1568528,40342971,Decoding immune cell interactions during cardiac allograft vasculopathy: insights derived from bioinformatic strategies.,review,relevant,Cardiac allograft vasculopathy (CAV),"['single-cell RNA sequencing', 'multi-omic approaches']",weak_llm_annotated,2025-06-26T03:11:45.546430,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"This review aims to bridge the gap in understanding CAV pathogenesis by summarizing recent findings from single-cell and multi-omic approaches, highlighting key discoveries, and discussing their implications for understanding CAV progression.",[],Not mentioned,N/A,,,
10.20517/cdr.2025.14,40342732,Tumor microenvironment-driven resistance to immunotherapy in non-small cell lung cancer: strategies for Cold-to-Hot tumor transformation.,review,relevant,Non-small cell lung cancer,"['single-cell sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T03:11:51.501180,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,This review highlights mechanisms of immune resistance in the tumor microenvironment of non-small cell lung cancer (NSCLC) and proposes strategies to transform cold tumors into hot tumors. It emphasizes the role of emerging players in the TME and advocates for integrative approaches combining immunotherapy with other therapies. The review also identifies cutting-edge technologies for decoding TME heterogeneity and personalizing therapeutic interventions.,[],Not mentioned,N/A,,,
10.1002/smtd.202500710,40342283,Unraveling Tissue Complexity Through Single-Cell and Spatial Transcriptomics.,review,relevant,N/A,"['single-cell transcriptomics', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T03:11:57.319123,models/gemini-2.5-flash-lite-preview-06-17,False,False,general_review,N/A,[],N/A,This paper provides an overview of unraveling tissue complexity using single-cell and spatial transcriptomics. It likely discusses the combined power of these technologies to understand biological systems at a high resolution.,[],Not mentioned,N/A,,,
10.1002/ctm2.70331,40341789,Unravelling tumour spatiotemporal heterogeneity using spatial multimodal data.,review,relevant,Tumours,"['genome', 'epigenome', 'transcriptome', 'proteome', 'metabolome', 'spatial multimodal data']",weak_llm_annotated,2025-06-26T03:12:03.375730,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,"['Spatial Domain Identification', 'Intra- and Inter-cellular Molecular Network Inference']",N/A,"This review highlights key technologies and computational methods that have advanced spatial domain identification and their pseudo-relations, as well as inference of intra- and inter-cellular molecular networks that drive disease progression. It discusses strategies to address major challenges including data sparsity, high-dimensionality, scalability, and heterogeneity. Furthermore, it outlines how spatial multi-omics enables novel insights into disease mechanisms, advancing precision medicine and informing targeted therapies.",[],Not mentioned,N/A,,,
10.1007/s10661-025-14088-1,40341423,Mapping anthropogenic pressure in the Brahmani-Baitarani River Basin: a PCA-based approach.,method,low_relevance,Brahmani-Baitarani River Basin,"['Aerosol Trend', 'Degree of Urbanization Change', 'Land Use/Land Cover Change', 'Normalized Difference Moisture Index Trend', 'Normalized Difference Vegetation Index Trend', 'Observed Minus Reanalysis Temperature', 'Nightlights Change', 'Population Count Change', 'Water Balance Trend']",weak_llm_annotated,2025-06-26T03:12:09.406851,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Normalization', 'Dimension Reduction', 'Weightage', 'Spatial Mapping']",N/A,"This study develops and validates an objective Principal Component Analysis (PCA)-based methodology to assess and map anthropogenic pressure in the Brahmani-Baitarani River Basin. It utilizes nine key environmental stressors to construct a composite pressure index, highlighting dominant stressors and spatial variations in human impact for sustainable management.",[],Not mentioned,N/A,,,
10.1016/j.ymthe.2025.05.004,40340245,Spatial multi-omics reveals the potential involvement of SPP1<sup>+</sup> fibroblasts in determining metabolic heterogeneity and promoting metastatic growth of colorectal cancer liver metastasis.,application,relevant,colorectal cancer liver metastasis,"['spatial transcriptomics', 'spatial metabolomics', 'single-cell RNA sequencing', 'immunofluorescence', 'RT-qPCR', 'untargeted metabolomics']",weak_llm_annotated,2025-06-26T03:12:15.198305,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study investigates the spatial regions and molecular/metabolic basis of colorectal cancer liver metastasis (CRLM). It identifies SPP1+ fibroblasts as key players in determining metabolic heterogeneity and promoting metastatic growth through interactions with tumor cells.,[],Not mentioned,N/A,,,
10.1073/pnas.2417445122,40339127,DDX24 spatiotemporally orchestrates VEGF and Wnt signaling during developmental angiogenesis.,application,relevant,Embryonic angiogenesis in zebrafish,"['zebrafish embryos', 'spatial transcriptome analysis']",weak_llm_annotated,2025-06-26T03:12:21.031854,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,To investigate the role of DDX24 in the spatiotemporal regulation of developmental angiogenesis by analyzing its effects on VEGF and Wnt signaling pathways in zebrafish. The study aims to understand how DDX24 deficiency impacts vascular development and to explore potential therapeutic interventions.,[],Not mentioned,N/A,,,
10.1371/journal.pone.0320596,40338981,Deep learning based semantic segmentation of leukemia effected white blood cell.,method,low_relevance,Leukemia effected white blood cells,"['blood smear images', 'histology images']",weak_llm_annotated,2025-06-26T03:12:26.903213,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,['Cell Segmentation'],N/A,"This paper proposes a new approach for segmenting white blood cells (WBCs) from blood smear images using a combination of UNet++, marker watershed algorithm, and Neural Ordinary Differential Equations (ODE). The goal is to improve accuracy and robustness in automated blood cell analysis for leukemia diagnosis. The technique enhances clinical applications by reducing error propagation during segmentation.",[],Not mentioned,N/A,,,
10.1097/HEP.0000000000001386,40338161,Hepatic stellate cell heterogeneity: Functional aspects and therapeutic implications.,review,relevant,"Liver homeostasis and disease, including fibrosis, regeneration, immunity, and carcinogenesis.","['single-cell sequencing', 'spatial transcriptomics', 'preclinical data', 'clinical data']",weak_llm_annotated,2025-06-26T03:12:32.795325,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"To review the heterogeneity of Hepatic stellate cells (HSCs) in healthy, aging, and diseased livers. It focuses on cell-cell interactions and their contributions to various liver conditions and functions. The review aims to provide an updated understanding of how HSC heterogeneity contributes to liver homeostasis and disease and can be targeted for therapeutic purposes.",[],Not mentioned,N/A,,,
10.3389/fimmu.2025.1577040,40336950,Spatial visualization provides insight into immune modulation by an L-DBF vaccine formulation against <i>Shigella</i>.,application,relevant,Immune modulation by L-DBF vaccine formulation against Shigella,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T03:12:38.771133,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification', 'Visualization']",N/A,"This study investigates how a two-dose regimen of L-DBF, formulated in an oil-in-water emulsion, modulates immune responses in the lung using spatial transcriptomics. The findings highlight significant changes in the lung immune landscape, including altered expression of immune cell markers and reprogramming of fibroblasts and cardiomyocytes, demonstrating the vaccine's potential to reshape lung immune architecture.",[],Not mentioned,N/A,,,
10.1186/s40364-025-00785-z,40336138,PAQR5 drives the malignant progression and shapes the immunosuppressive microenvironment of hepatocellular carcinoma by activating the NF-κB signaling.,application,relevant,Hepatocellular carcinoma,"['bulk transcriptomics', 'single-cell transcriptomics', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T03:12:44.687398,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Single cell-RNA seq', 'Spatial transcriptomic']",N/A,"This study aimed to elucidate the molecular mechanisms by which PAQR5 facilitates HCC progression and contributes to the immunosuppressive microenvironment. It found that PAQR5 activates the NF-κB signaling pathway, driving proliferation, invasion, EMT, and immune escape in HCC.",[],Not mentioned,N/A,,,
10.1038/s41586-025-08973-5,40335697,"Oncogene aberrations drive medulloblastoma progression, not initiation.",application,relevant,Group 3/4 medulloblastoma,"['snRNA-seq', 'snATAC-seq', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T03:12:50.621140,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the role of oncogene aberrations and copy number variations in the progression of group 3/4 medulloblastoma using single-cell technologies. It demonstrates that large-scale chromosomal aberrations are early initiating events, while single-gene oncogenic events arise later and can drive tumor progression and therapy resistance. The findings also provide insights into the cellular origin and early developmental stages of medulloblastoma.",[],Not mentioned,N/A,,,
10.1038/s41586-025-08952-w,40335695,Heterogeneous pericoerulear neurons tune arousal and exploratory behaviours.,application,relevant,Locus coeruleus (LC) regulation of arousal and exploratory behaviors,"['viral tracing', 'single-cell RNA sequencing', 'spatial transcriptomics', 'neural circuit approaches']",weak_llm_annotated,2025-06-26T03:12:56.573821,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial transcriptomics', 'Single-cell RNA sequencing', 'Viral tracing']",N/A,"This paper identifies diverse GABAergic neurons in the peri-LC region that modulate LC firing modes to control global arousal levels and related behaviors. It defines peri-LC anatomy and molecularly characterizes LC and peri-LC cell types using viral tracing, single-cell RNA sequencing, and spatial transcriptomics. The findings highlight the heterogeneity of LC and peri-LC neuronal populations in modulating arousal and avoidance states.",[],Not mentioned,N/A,,,
10.1038/s41598-025-00410-x,40335578,Spatial transcriptomics reveals tumor microenvironment heterogeneity in EBV positive diffuse large B cell lymphoma.,application,relevant,Epstein-Barr Virus-positive Diffuse Large B-cell Lymphoma (EBV+DLBCL),"['10X Visium spatial transcriptomics', 'single-cell RNA sequencing', 'scRNA-seq']",weak_llm_annotated,2025-06-26T03:13:02.463920,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,This study integrated spatial transcriptomics and single-cell RNA sequencing to map tumor microenvironment heterogeneity in EBV+DLBCL. It identified PD-1/PD-L1 signaling as a hallmark of the immunosuppressive TME and provided preclinical evidence for PD-1/PD-L1 blockade as a therapeutic strategy.,[],Not mentioned,N/A,,,
